name,phone,email,remark,address,Product Name,Lead Interest,Lead Status,Lead Reference,State,Created By,Assigned To,usercode,createdon,isdeleted
Ms. Aryan Mallick,+912334290,aryan.mallick309@business.in,Information given. Price told Rs.18k. Client said that i will call you back after some time.,,SDR,Medium,Open,Website,Bihar & Jharkhand,Suraj Darade,Sonal Athawale,,10/4/2025,0
Mrs. Sai Walia,+917739667,sai.walia222@business.in,Information given. Price told Rs.33k. Client said that send me quotation for the same.,,"CDR Analysis Software,Cell Track",Medium,Open,Website,Goa,Suraj Darade,Suraj Darade,,9/16/2025,0
Mrs. Eta Nagar,0262238291,eta.nagar557@business.in,Information given. Price told Rs.28 000. Client said that send me quotation for the same.,,CDR Analysis Software,Medium,Open,Website,Maharashtra ,Sonal Athawale,Sonal Athawale,,10/4/2025,0
Mr. Chadha,+910205328,aishani.chadha344@mailserver.org,Information given price pitched 33k. Client said he will let us know.,,CDR Analysis Software,Medium,Open,Referral,Maharashtra ,Suraj Darade,Suraj Darade,,9/27/2025,0
Mrs. Ekta Bose,2513031306,ekta.bose403@mailserver.org,Information given. Price told Rs.28 000. Client said that i will call you back after some time.,,CDR Analysis Software,High,Open,Website,Punjab,Pravin Vhatkar,Pravin Vhatkar,,9/11/2025,0
Ms. Banjeet Kuruvilla,+915079847,banjeet.kuruvilla344@mailserver.org,Information given. Price told Rs.28 000. Client said that i will call you back after some time.,,Cell Track,Medium,Open,Marketing,Bihar & Jharkhand,Pravin Vhatkar,Suraj Darade,,10/4/2025,0
Mrs. Theodore Deol,0058865546,theodore.deol695@business.in,Information given. Price pitched 28 000. The client said he will let us know.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Tamil Nadu,Pravin Vhatkar,Pravin Vhatkar,,9/24/2025,0
Mr. Tanveer Khanna,0437947008,tanveer.khanna360@mailserver.org,Information given. Price pitched 18 000. The client said he will let us know.,,Cell Track,Medium,Open,Webinar,Maharashtra ,Pravin Vhatkar,Suraj Darade,,10/4/2025,0
Mr. Alexander Cherian,0027336389,alexander.cherian905@business.in,Information given. Price pitched 18k. The client said he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Webinar,Goa,Pravin Vhatkar,Sonal Athawale,,9/26/2025,0
Ms. Qarin Sawhney,7314293226,qarin.sawhney81@business.in,Information given. Price pitched 33 000. The client said he will let us know.,,Cell Track,High,Open,Marketing,Bihar & Jharkhand,Sonal Athawale,Pravin Vhatkar,,9/21/2025,0
Mrs. Rushil Tank,0700841573,rushil.tank379@business.in,Information given. Price told Rs. 28 000. Client said that he will callback for the same.,,"CDR Analysis Software,SDR",High,Open,Webinar,Goa,Sonal Athawale,Sonal Athawale,,10/7/2025,0
Ms. Urvi Warrior,0999029896,urvi.warrior697@example.com,Information given. Price told Rs. 33k. Client said that he will callback for the same.,,"CDR Analysis Software,Cell Track",Medium,Open,Marketing,Uttar Pradesh,Suraj Darade,Pravin Vhatkar,,10/2/2025,0
Mrs. Chakrika Magar,0734012432,chakrika.magar33@mailserver.org,Information given. Price told Rs.28 000. Client said that send me quotation for the same.,,"CDR Analysis Software,SDR",High,Open,Webinar,Tamil Nadu,Sonal Athawale,Sonal Athawale,,9/28/2025,0
Mr. Vasatika Solanki,2785668438,vasatika.solanki872@mailserver.org,Information given. Price pitched 18k. The client said he will let us know.,,Cell Track,Medium,Open,Webinar,Goa,Suraj Darade,Suraj Darade,,10/2/2025,0
Mr. Faras Randhawa,0471236245,faras.randhawa482@example.com,Information given. Price pitched 28 000. The client said he will let us know.,,CDR Analysis Software,Medium,Open,Referral,Punjab,Sonal Athawale,Suraj Darade,,9/14/2025,0
Mrs. Tristan Ranganathan,+919672209,tristan.ranganathan555@mailserver.org,Information given. Price told Rs. 18k. Client said that he will callback for the same.,,CDR Analysis Software,High,Open,Webinar,Goa,Sonal Athawale,Pravin Vhatkar,,9/19/2025,0
Ms. Avi Lala,4294239450,avi.lala885@business.in,Information given. Price told Rs. 18k. Client said that he will callback for the same.,,"CDR Analysis Software,SDR",High,Open,Website,Gujarat,Suraj Darade,Pravin Vhatkar,,10/7/2025,0
Ms. Bumb,5330474983,bhavani.bumb901@example.com,Information given price pitched 33k. Client said share me details on whats app he will let us know.,,SDR,High,Open,Referral,Maharashtra ,Suraj Darade,Suraj Darade,,9/28/2025,0
Mr. Samaksh Dani,+915463282,samaksh.dani286@mailserver.org,Information given. Price told Rs.33 000. Client said that i will call you back after some time.,,CDR Analysis Software,Medium,Open,Referral,Delhi & NCR,Pravin Vhatkar,Pravin Vhatkar,,9/25/2025,0
Mrs. Walla,0233760145,ira.walla324@mailserver.org,Information given price pitched 33k. Client said he will call on next week.,,Cell Track,High,Open,Referral,Delhi & NCR,Sonal Athawale,Pravin Vhatkar,,9/29/2025,0
Ms. Dalaja Pradhan,+913849140,dalaja.pradhan203@business.in,Information given. Price told Rs.28 000. Client said that send me quotation for the same.,,"CDR Analysis Software,SDR",High,Open,Referral,Punjab,Suraj Darade,Sonal Athawale,,9/23/2025,0
Mrs. Yashasvi Nayak,+910415707,yashasvi.nayak785@example.com,Information given. Price pitched 33k. The client said he will let us know.,,"CDR Analysis Software,Cell Track",High,Open,Marketing,Delhi & NCR,Sonal Athawale,Pravin Vhatkar,,9/27/2025,0
Ms. Dev Soman,0678025216,dev.soman618@business.in,Information given. Price pitched 28 000. The client said he will let us know.,,CDR Analysis Software,Medium,Open,Webinar,Bihar & Jharkhand,Sonal Athawale,Pravin Vhatkar,,9/30/2025,0
Mrs. Chakradev Rajan,4656667491,chakradev.rajan361@mailserver.org,Information given. Price told Rs.33k. Client said that send me quotation for the same.,,SDR,Medium,Open,Website,Delhi & NCR,Sonal Athawale,Suraj Darade,,10/7/2025,0
Mrs. Chandran Shah,5550786063,chandran.shah608@example.com,Information given. Price told Rs.33k. Client said that send me quotation for the same.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Punjab,Sonal Athawale,Suraj Darade,,9/14/2025,0
Mrs. Jeevika Rai,+917566020,jeevika.rai675@mailserver.org,Information given. Price pitched 18 000. The client said he will let us know.,,Cell Track,High,Open,Referral,Karnataka ,Pravin Vhatkar,Sonal Athawale,,9/29/2025,0
Mr. Mugdha Sahni,0204760241,mugdha.sahni497@example.com,Information given price pitched 28k. Client said he will call on next week.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Delhi & NCR,Suraj Darade,Pravin Vhatkar,,9/28/2025,0
Mrs. Anamika Sodhi,6161780389,anamika.sodhi132@business.in,Information given price pitched 28 000. Client said he will call back.,,CDR Analysis Software,Medium,Open,Webinar,Gujarat,Sonal Athawale,Suraj Darade,,10/1/2025,0
Mr. Yutika Malhotra,+918544727,yutika.malhotra15@business.in,Information given. Price pitched 18k. The client said he will let us know.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Delhi & NCR,Pravin Vhatkar,Pravin Vhatkar,,9/28/2025,0
Ms. Onkar Singhal,+914169158,onkar.singhal759@mailserver.org,Information given. Price told Rs.28k. Client said that send me quotation for the same.,,"CDR Analysis Software,SDR",High,Open,Referral,Tamil Nadu,Pravin Vhatkar,Pravin Vhatkar,,9/21/2025,0
Mr. Yutika Saxena,+912290335,yutika.saxena379@business.in,Information given. Price told Rs.18k. Client said that send me quotation for the same.,,Cell Track,High,Open,Marketing,Punjab,Suraj Darade,Suraj Darade,,9/21/2025,0
Mr. Wyatt Choudhary,+917379078,wyatt.choudhary261@business.in,Information given price pitched 33 000. Client said he will call back.,,"CDR Analysis Software,Cell Track",Medium,Open,Referral,Bihar & Jharkhand,Pravin Vhatkar,Suraj Darade,,9/25/2025,0
Mrs. Unnati Dugal,+914641450,unnati.dugal244@mailserver.org,Information given price pitched 33k. Client said he will call on next week.,,SDR,High,Open,Webinar,Goa,Pravin Vhatkar,Pravin Vhatkar,,9/29/2025,0
Mr. Jhalak Mannan,2154926146,jhalak.mannan646@mailserver.org,Information given price pitched 28 000. Client said he will let us know.,,SDR,Medium,Open,Webinar,Tamil Nadu,Sonal Athawale,Suraj Darade,,10/5/2025,0
Ms. Ryan Kumar,0044376349,ryan.kumar470@business.in,Information given price pitched 18 000. Client said share me details on whats app he will let us know.,,SDR,High,Open,Webinar,Karnataka ,Suraj Darade,Sonal Athawale,,9/30/2025,0
Ms. Harish Ratta,4843924347,harish.ratta5@business.in,Information given price pitched 28k. Client said he will call on next week.,,CDR Analysis Software,High,Open,Marketing,Punjab,Sonal Athawale,Suraj Darade,,10/2/2025,0
Ms. Rushil Sehgal,8674736410,rushil.sehgal330@mailserver.org,Information given price pitched 18k. Client said share me details on whats app he will let us know.,,"CDR Analysis Software,Cell Track",High,Open,Webinar,Uttar Pradesh,Suraj Darade,Sonal Athawale,,9/26/2025,0
Mrs. Vivaan Tandon,0847551208,vivaan.tandon899@mailserver.org,Information given price pitched 28 000. Client said share me details on whats app he will let us know.,,Cell Track,High,Open,Referral,Delhi & NCR,Suraj Darade,Sonal Athawale,,9/27/2025,0
Mrs. Wridesh Sachdeva,9551911128,wridesh.sachdeva893@business.in,Information given. Price pitched 28 000. The client said he will let us know.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Karnataka ,Sonal Athawale,Pravin Vhatkar,,9/16/2025,0
Mr. Arunima Vasa,0848050965,arunima.vasa628@example.com,Information given price pitched 28 000. Client said he will call back.,,"CDR Analysis Software,Cell Track",High,Open,Website,Bihar & Jharkhand,Suraj Darade,Sonal Athawale,,10/2/2025,0
Mr. Pratyush Cherian,4115432473,pratyush.cherian569@mailserver.org,Information given. Price told Rs. 28 000. Client said that he will callback for the same.,,"CDR Analysis Software,Cell Track",High,Open,Webinar,Goa,Pravin Vhatkar,Suraj Darade,,9/28/2025,0
Mr. Ayushman Chaudhuri,0343615224,ayushman.chaudhuri838@example.com,Information given. Price pitched 28k. The client said he will let us know.,,CDR Analysis Software,High,Open,Marketing,Maharashtra ,Pravin Vhatkar,Sonal Athawale,,9/10/2025,0
Ms. Mitesh Hegde,+910678988,mitesh.hegde587@example.com,Information given. Price told Rs.18k. Client said that i will call you back after some time.,,Cell Track,Medium,Open,Webinar,Tamil Nadu,Pravin Vhatkar,Pravin Vhatkar,,9/30/2025,0
Ms. Aarush Iyengar,+914106044,aarush.iyengar687@business.in,Information given. Price told Rs.33k. Client said that send me quotation for the same.,,SDR,Medium,Open,Marketing,Uttar Pradesh,Suraj Darade,Pravin Vhatkar,,9/25/2025,0
Mr. Fariq Varughese,+914599419,fariq.varughese741@example.com,Information given price pitched 28 000. Client said he will let us know.,,"CDR Analysis Software,Cell Track",Medium,Open,Website,Goa,Sonal Athawale,Pravin Vhatkar,,9/23/2025,0
Mr. Dipta Prabhu,9005047020,dipta.prabhu156@business.in,Information given price pitched 33k. Client said he will call on next week.,,"CDR Analysis Software,Cell Track",Medium,Open,Website,Uttar Pradesh,Suraj Darade,Pravin Vhatkar,,9/16/2025,0
Mr. Krishna Kothari,+910568460,krishna.kothari680@business.in,Information given price pitched 28k. Client said he will call on next week.,,"CDR Analysis Software,Cell Track",Medium,Open,Webinar,Delhi & NCR,Pravin Vhatkar,Sonal Athawale,,9/18/2025,0
Mrs. Saanvi Tella,+916602184,saanvi.tella613@business.in,Information given. Price pitched 28k. The client said he will let us know.,,"CDR Analysis Software,SDR",High,Open,Marketing,Uttar Pradesh,Suraj Darade,Suraj Darade,,9/23/2025,0
Mr. Riya Tiwari,0991350066,riya.tiwari247@example.com,Information given price pitched 28 000. Client said he will call on next week.,,Cell Track,High,Open,Referral,Bihar & Jharkhand,Sonal Athawale,Pravin Vhatkar,,10/7/2025,0
Mr. Sudiksha Master,9724597858,sudiksha.master81@mailserver.org,Information given. Price pitched 18 000. The client said he will let us know.,,"CDR Analysis Software,SDR",Medium,Open,Marketing,Punjab,Sonal Athawale,Suraj Darade,,9/30/2025,0
Ms. Dayamai Dutta,3871512282,dayamai.dutta53@mailserver.org,Information given. Price told Rs.33k. Client said that i will call you back after some time.,,SDR,Medium,Open,Webinar,Delhi & NCR,Sonal Athawale,Pravin Vhatkar,,9/29/2025,0
Ms. Aarini Kibe,5482587157,aarini.kibe673@mailserver.org,Information given. Price told Rs. 33 000. Client said that he will callback for the same.,,"CDR Analysis Software,SDR",Medium,Open,Marketing,Goa,Pravin Vhatkar,Suraj Darade,,9/13/2025,0
Ms. Chaudhary,7917469455,viraj.chaudhary657@example.com,Information given. Price told Rs.28 000. Client said that i will call you back after some time.,,SDR,High,Open,Webinar,Tamil Nadu,Suraj Darade,Pravin Vhatkar,,9/18/2025,0
Ms. Madhav Murthy,8072140530,madhav.murthy125@business.in,Information given. Price told Rs.33 000. Client said that i will call you back after some time.,,Cell Track,High,Open,Webinar,Uttar Pradesh,Sonal Athawale,Sonal Athawale,,9/25/2025,0
Mrs. Wridesh Vasa,0369736548,wridesh.vasa567@mailserver.org,Information given. Price pitched 28 000. The client said he will let us know.,,CDR Analysis Software,Medium,Open,Website,Delhi & NCR,Sonal Athawale,Suraj Darade,,9/21/2025,0
Mr. Harshil Ravel,4497836565,harshil.ravel177@business.in,Information given price pitched 28 000. Client said he will call back.,,CDR Analysis Software,High,Open,Website,Gujarat,Suraj Darade,Pravin Vhatkar,,9/28/2025,0
Mrs. Krisha Barman,+911864749,krisha.barman648@example.com,Information given. Price told Rs.18 000. Client said that i will call you back after some time.,,"CDR Analysis Software,SDR",High,Open,Marketing,Goa,Sonal Athawale,Suraj Darade,,9/30/2025,0
Mrs. Arunima Bandi,4884206669,arunima.bandi190@example.com,Information given. Price told Rs.33k. Client said that send me quotation for the same.,,CDR Analysis Software,Medium,Open,Marketing,Tamil Nadu,Sonal Athawale,Suraj Darade,,9/15/2025,0
Mr. Amble,2989016398,bimala.amble642@mailserver.org,Information given price pitched 33 000. Client said he will call back.,,Cell Track,High,Open,Website,Uttar Pradesh,Pravin Vhatkar,Suraj Darade,,9/27/2025,0
Ms. Thakur,0904943442,luke.thakur884@business.in,Information given. Price pitched 33k. The client said he will let us know.,,Cell Track,Medium,Open,Website,Goa,Sonal Athawale,Pravin Vhatkar,,9/14/2025,0
Ms. Rajeshri Lall,5926573430,rajeshri.lall547@mailserver.org,Information given. Price told Rs.18 000. Client said that i will call you back after some time.,,Cell Track,High,Open,Referral,Goa,Suraj Darade,Pravin Vhatkar,,10/7/2025,0
Ms. Padmanabhan,8157523634,rushil.padmanabhan366@example.com,Information given price pitched 33k. Client said he will call on next week.,,SDR,High,Open,Webinar,Karnataka ,Pravin Vhatkar,Pravin Vhatkar,,9/25/2025,0
Ms. Kabir Dhaliwal,+915820955,kabir.dhaliwal875@mailserver.org,Information given. Price told Rs. 28 000. Client said that he will callback for the same.,,"CDR Analysis Software,SDR",Medium,Open,Referral,Bihar & Jharkhand,Pravin Vhatkar,Suraj Darade,,9/21/2025,0
Ms. Quincy Aurora,0986765748,quincy.aurora84@business.in,Information given price pitched 28k. Client said share me details on whats app he will let us know.,,CDR Analysis Software,High,Open,Marketing,Uttar Pradesh,Suraj Darade,Pravin Vhatkar,,10/5/2025,0
Ms. Vasatika Mital,+916456202,vasatika.mital815@mailserver.org,Information given price pitched 28 000. Client said he will call on next week.,,"CDR Analysis Software,Cell Track",Medium,Open,Marketing,Tamil Nadu,Pravin Vhatkar,Pravin Vhatkar,,10/6/2025,0
Mrs. Akshay Dash,0750310967,akshay.dash450@example.com,Information given. Price pitched 18k. The client said he will let us know.,,"CDR Analysis Software,SDR",High,Open,Marketing,Bihar & Jharkhand,Pravin Vhatkar,Pravin Vhatkar,,9/28/2025,0
Ms. Bimala Garg,+912227302,bimala.garg21@example.com,Information given price pitched 33k. Client said he will let us know.,,"CDR Analysis Software,Cell Track",High,Open,Marketing,Gujarat,Suraj Darade,Suraj Darade,,9/16/2025,0
Ms. Doshi,1402511941,jonathan.doshi465@business.in,Information given price pitched 18 000. Client said share me details on whats app he will let us know.,,CDR Analysis Software,High,Open,Referral,Karnataka ,Sonal Athawale,Pravin Vhatkar,,9/20/2025,0
Mrs. Jagvi Butala,9708631989,jagvi.butala444@business.in,Information given price pitched 33 000. Client said share me details on whats app he will let us know.,,Cell Track,High,Open,Website,Tamil Nadu,Sonal Athawale,Suraj Darade,,10/4/2025,0
Mrs. Omya Baral,2089274040,omya.baral823@example.com,Information given price pitched 18 000. Client said he will call back.,,SDR,Medium,Open,Webinar,Karnataka ,Suraj Darade,Pravin Vhatkar,,9/13/2025,0
Mrs. Peter Sarraf,0024147198,peter.sarraf793@business.in,Information given price pitched 28k. Client said he will call back.,,CDR Analysis Software,Medium,Open,Marketing,Karnataka ,Sonal Athawale,Pravin Vhatkar,,9/18/2025,0
Ms. Kant,6599693778,harinakshi.kant521@example.com,Information given price pitched 33k. Client said he will call back.,,"CDR Analysis Software,Cell Track",High,Open,Marketing,Punjab,Sonal Athawale,Pravin Vhatkar,,10/9/2025,0
